Project,Address,Round,Matching Amount
Ranna: Filmmakers for Climate,0x82D4f37d3a5ebF9B7D89e9D83E1Fc59DAD3E97aF,Beta (May 2023),409.607384
Ranna: Filmmakers for Climate,0x82D4f37d3a5ebF9B7D89e9D83E1Fc59DAD3E97aF,GR15 (Sep 2022),2.24015769
M3tering Protocol,0x82fcf75bf44120e40ebb71edac96f1bc7f601e6e,GG18 (Aug 2023),1885.25872
VinQ: Decentralized co-creation community for regenerative viticulture,0x834f240b6dedc7a0cf6ae908115b5f0054fc81a4,GG18 (Aug 2023),178.04766
VinQ: Decentralized co-creation community for regenerative viticulture,0x834f240b6dedc7a0cf6ae908115b5f0054fc81a4,GG19 (Nov 2023),431.604094
Bye Bye Plastic,0x8359e86c3791E43D55F99E4B63491A8888057BA0,Beta (May 2023),325.77792
Nurture a young generation of passionate tree lovers to partake of tree planting activities across Uganda Arid and Semi-Arid counties,0x83C893Ca228acf93fB53f8321CeCd00Dfd95a44f,GR14 (Jun 2022),8.67285721
The Solar Foundation ☀️ Decentralized clean energy is a public good,0x84178186a503ef41d30da4cdb2bc27aefa65ed0f,GG18 (Aug 2023),18901.2211
The Aquapurge Project,0x8438a32656e15afe8c715f62415ef1fba2f0eb99,GG19 (Nov 2023),1366.29537
FORK FOREST,0x84e420915147625c11c265fa61aec826347204d1,GG18 (Aug 2023),1244.38507
Fork Forest,0x84e420915147625c11c265fa61aec826347204d1,GG19 (Nov 2023),1160.33223
Open Source Manufacturing: An Affordable Housing Solution That Is Also a Job Program,0x84fB9F36aDB570240AbF2009171E0E16cBfB0473,GR14 (Jun 2022),512.433177
Open Source Manufacturing: An Affordable Housing Solution That Is Also a Job Program,0x84fB9F36aDB570240AbF2009171E0E16cBfB0473,GR15 (Sep 2022),293.847047
Shamba Ecological Oracle and DMRV Network,0x86579ebce57605929da73d8ce17f40960c3b052a,Alpha (Jan 2023),7857.95
Shamba Network dMRV,0x86579ebce57605929da73d8ce17f40960c3b052a,GG18 (Aug 2023),2568.59081
Shamba Network,0x86579ebce57605929da73d8ce17f40960c3b052a,GG19 (Nov 2023),2107.94237
Shamba DMRV and Ecological Data Oracle.,0x86579EBcE57605929Da73d8cE17f40960c3b052a,Beta (May 2023),9300.40302
Shamba Ecological Oracle and DMRV Network,0x86579EBcE57605929Da73d8cE17f40960c3b052a,GR13 (Mar 2022),69750
Shamba Ecological Oracle and DMRV Network,0x86579EBcE57605929Da73d8cE17f40960c3b052a,GR14 (Jun 2022),263.052418
Shamba Ecological Oracle and DMRV Network,0x86579EBcE57605929Da73d8cE17f40960c3b052a,GR15 (Sep 2022),4984.1562
WeSeed,0x86E35e46459aa6CAA97193A2E9a929E9fAC0cbe4,GR15 (Sep 2022),208.006349
ECORISE,0x88430847aB509183A5a3aF9b633e9D74554442f7,Beta (May 2023),480.646372
DrinkUP,0x898D627dB095fEd54C82f38a3036E200e2E43aF1,Beta (May 2023),102.136541
"Changeblock - Together, Anything Is Possible",0x8aCBef4292BDc4de35Df0E740DAcFeb27e86Aa98,GR14 (Jun 2022),2.90258316
"Changeblock - Together, Anything Is Possible",0x8aCBef4292BDc4de35Df0E740DAcFeb27e86Aa98,GR15 (Sep 2022),0.52141073
Green Academy,0x8B24D06B1Aa7f1fbCc9575914b788541E14E1693,GR15 (Sep 2022),788.831686
Real-World SimCity for Climate -- the Planetary Insight Center (PIC),0x8BD39bdFe90DBFF3452bF1b9260b6489ce93aF05,GR13 (Mar 2022),9.0112136
Real-World SimCity for Climate -- the Planetary Insight Center (PIC),0x8BD39bdFe90DBFF3452bF1b9260b6489ce93aF05,GR14 (Jun 2022),0.01218495
Adopt a tree,0x8be1cf753db9a714063bc774fa39e5e2bc9b247d,GG19 (Nov 2023),1047.24718
Talk to Me About Water,0x8C550784B273eE93f94688645a79ABD9ed16ED25,GR15 (Sep 2022),36.5777951
Learn-to-Earn Regenerative Finance Education,0x8C6e8021de64150BF374640Eaf7732542D93aEb8,GR15 (Sep 2022),884.802144
AI For Trees,0x8cf3c63be0bc3d1478496b6449316babd225f78a,GG18 (Aug 2023),266.441958
ReFiDAO X Commons Stack: ReFi Commons Prize,0x8d860d4f254ed45946f5fb0e3243c1db63a4ea2f,Alpha (Jan 2023),33333.33
Transformation Center in Berlin for a regenerative society,0x8dC054f39FBAed15C2D521a8e228AC96F3EfcB6A,GR12 (Dec 2021),57.5146178
Transformation Center in Berlin for a regenerative society,0x8dC054f39FBAed15C2D521a8e228AC96F3EfcB6A,GR13 (Mar 2022),32.8972898
Transformation Center in Berlin for a regenerative society,0x8dC054f39FBAed15C2D521a8e228AC96F3EfcB6A,GR14 (Jun 2022),0.28384412
Future Foundation - come support the future of web3 x social impact,0x8e896e207933875b29d81b3f8f17D07d768aAC78,GR13 (Mar 2022),98.860186
doughn8.io,0x8eF08e75034EFE5f39E2d138e8f2dEA81D44016C,GR15 (Sep 2022),7.72226549
Green Planet Conservation Initiative,0x8efe51753defd7a1a82458731fbc05fa04cb2d1e,GG19 (Nov 2023),920.524445
W3ST: SOLARPUNK META-NATION,0x8f03cE5F78276A1B714491B824e8F53Db36D8ec2,GR15 (Sep 2022),271.042416
ABASTA: a consumer co-op as a DAO for Sustainable Consumption and Circular Economy,0x8F08c4f8Cf39A4A448342a23839a601A571cF8C2,GR14 (Jun 2022),54.2617549
Agrii DAO,0x8fdbef8a79e68c1edad3d5105189481bf63f7cb1,Beta (May 2023),320.664092
Edge Prize–support a bioregional DAO on Hylo,0x8FEA8562c5513Fe925AeD02C8539839Ba94f8939,GR13 (Mar 2022),458.376765
Edge Prize–support a bioregional DAO on Hylo,0x8FEA8562c5513Fe925AeD02C8539839Ba94f8939,GR14 (Jun 2022),5.25531745
Edge Prize–support a bioregional DAO on Hylo,0x8FEA8562c5513Fe925AeD02C8539839Ba94f8939,GR15 (Sep 2022),45.8899981
$Earth - Solarpunk Dao,0x9042c2b39396fd006e14b691bae320efbfbbcbd0,GG18 (Aug 2023),19103.081
$Earth - Solarpunk Dao,0x9042c2b39396fd006e14b691bae320efbfbbcbd0,GG19 (Nov 2023),4028.42135
EcoVision - Honduras,0x9063d5219132560d5948bdc750ec249d989ec990,GG18 (Aug 2023),260.746192
ecodao,0x9137921D0DD6a70510397a2679d743739DA917ae,GR12 (Dec 2021),1886.92355
ecodao,0x9137921D0DD6a70510397a2679d743739DA917ae,GR14 (Jun 2022),59.5462122
EverGreenCoin®,0x9273d9c4a5af6e47f6c82b86b73f84264631f993,GG19 (Nov 2023),1696.57518
Clime DAO,0x92Dc6FcB703D46E90D363290181379cEE79e192A,GR15 (Sep 2022),227.85145
KNS Domains,0x931884dFeAac21aC4b7809F032Ae850432A0D1c0,Beta (May 2023),1003.55962
KlimaDAO Name Service,0x93305AAa1eba6f174E3FaA2294f9d11bFd90096B,GR14 (Jun 2022),570.772707
KlimaDAO Name Service,0x93305AAa1eba6f174E3FaA2294f9d11bFd90096B,GR15 (Sep 2022),367.937941
Ekonavi,0x934ca93d9380f7d72b84304b1b00ac192488590d,GG18 (Aug 2023),2388.71451
Ekonavi,0x934ca93d9380f7d72b84304b1b00ac192488590d,GG19 (Nov 2023),2428.53803
Ekonavi,0x934cA93d9380f7d72b84304b1b00ac192488590d,Beta (May 2023),1823.15765
Intra-Action DAO: A Local Community Call to Disaster Prevention in the Face of Upcoming Wildfire Season in the Mediterranean,0x93F9B58bFc970DFfcda1a9799d2933b60f03e9Aa,GR13 (Mar 2022),14.5698266
Intra-Action DAO: A Local Community Call to Disaster Prevention in the Face of Upcoming Wildfire Season in the Mediterranean,0x93F9B58bFc970DFfcda1a9799d2933b60f03e9Aa,GR14 (Jun 2022),0.01218495
Foresta: ReFi Wallet Protocol DAO - NeoBank for the Neo Green Revolution!,0x942aD63D3344407AA37C6ed7781466486edFB2D2,GR14 (Jun 2022),892.749282
Foresta: ReFi Wallet Protocol DAO - NeoBank for the Neo Green Revolution!,0x942aD63D3344407AA37C6ed7781466486edFB2D2,GR15 (Sep 2022),5.55750173
Younergy Crypto,0x949Bba9F1C13F2461835366AEBcb53c852dd4308,Beta (May 2023),1611.61747
Go Green Drink Clean,0x9674a8849C2Fc14d75AdE29a1501474D12bb8397,GR14 (Jun 2022),1.80749342
REGEN LEAGUE: PAPARIKO - RESTORATION OF DEGRADED MANGROVE AREAS IN KENYA,0x96C40f954e8Fbdbc369Dc79A0883Ba816b103179,GR15 (Sep 2022),34.6994754
$REGEN Tokenomics Working Group,0x96ede46d5302e53de4ba9bd2dea1ba4546410ef7,GG19 (Nov 2023),1928.02663
The Carbon Games,0x97243f3d14e2b09d125b06ae13bd390e795341da,GG19 (Nov 2023),661.128697
Leaf Track,0x97688c5d7be601adfa9537a17320f614916b758a,GG18 (Aug 2023),210.713381
Kula कुल Regenerative Commons,0x979e71d1A57cdAACfe4169f19a303A76b440974D,Beta (May 2023),3047.90297
Ecologyhub Ebre,0x97Fb4845bf7bD7156B30ef09AE94419956FE3A90,GR15 (Sep 2022),0.25346831
Climate Sessions,0x98D163533060Cc6bb66eE53c8805026457326681,GR12 (Dec 2021),72.5437091
Climate Sessions,0x98D163533060Cc6bb66eE53c8805026457326681,GR13 (Mar 2022),82.3495832
Climate Sessions,0x98D163533060Cc6bb66eE53c8805026457326681,GR14 (Jun 2022),5.99557109
Oxygenchain,0x99241e58b4c5835fcd5963549a7a6d6852a57b5e,GG18 (Aug 2023),3548.10276
Oxygenchain,0x99241e58b4c5835fcd5963549a7a6d6852a57b5e,GG19 (Nov 2023),2190.39752
oxygenchain,0x99241E58B4c5835Fcd5963549A7a6D6852A57b5E,Beta (May 2023),687.108899
The Solar Foundation & GoodDollar: Solar + UBI to Empower Women in Uganda,0x99573d9494ca4bffe5984ffddb3ad3f92e091920,GG19 (Nov 2023),5485.48826
Solarpunk Art DAO,0x99a8CE58d2232B0aC2f5cC5C0D08c0B8c6727DCB,GR12 (Dec 2021),1912.34633
Solarpunk Art DAO,0x99a8CE58d2232B0aC2f5cC5C0D08c0B8c6727DCB,GR13 (Mar 2022),535.294547
Solarpunk Art DAO,0x99a8CE58d2232B0aC2f5cC5C0D08c0B8c6727DCB,GR14 (Jun 2022),6897.83097
Solarpunk Art DAO,0x99a8CE58d2232B0aC2f5cC5C0D08c0B8c6727DCB,GR15 (Sep 2022),683.525661
Season 2 of the ClimateTech Talks,0x99EA1E4F4a9F50fC757Eeb0050FC7E929fCFDA49,GR13 (Mar 2022),32.5967736
Season 2 of the ClimateTech Talks,0x99EA1E4F4a9F50fC757Eeb0050FC7E929fCFDA49,GR14 (Jun 2022),0.01218495
Pulso Verde,0x9b2eA31E9095F0E1cb4F66f2A9b7a01E78413f63,Beta (May 2023),107.041747
Banking on Nature,0x9b525172dE3787E80e0b939a6E332643B88d2958,GR15 (Sep 2022),82.1910068
Seigr Huset DAO,0x9b593062c156E8397c9b10D30913f96BBb1c2f11,GR13 (Mar 2022),22.4060051
Seigr Huset DAO,0x9b593062c156E8397c9b10D30913f96BBb1c2f11,GR14 (Jun 2022),1.02078465
Closer.earth - The Operating System for Regenerative Communities.,0x9B5f6dF2C7A331697Cf2616CA884594F6afDC07d,GR13 (Mar 2022),395.044047
Closer.earth - The Operating System for Regenerative Communities.,0x9B5f6dF2C7A331697Cf2616CA884594F6afDC07d,GR14 (Jun 2022),57.7773839
Closer.earth - The Operating System for Regenerative Communities.,0x9B5f6dF2C7A331697Cf2616CA884594F6afDC07d,GR15 (Sep 2022),14.2305539
Impact Verification Infrastructure Bundle,0x9c12f7b42cc232a7c0f0a94f99bdab4af58c54c5,GG18 (Aug 2023),3054.91933
ReSci Network,0x9d120bee68ed792884d340f911d8434306b28605,Alpha (Jan 2023),3732.67
ReSci Network: Scientific Collaboration for Ecosystem Regeneration,0x9D120Bee68ed792884D340f911D8434306b28605,GR15 (Sep 2022),6361.59767
Wasset,0x9f5d4083f595e55e66ad86ac2b614e65f57dd887,GG18 (Aug 2023),287.546272
wasset,0x9f5d4083f595e55e66ad86ac2b614e65f57dd887,GG19 (Nov 2023),823.523095
ImpactNFTs : an on-chain resource for validating Impact.,0x9F67E932b35658657A81C1511a0f5221Ae59098f,GR15 (Sep 2022),1686.03798
7Energy - Energy Communities without Banks,0x9fC13b4E1C4206970a1C4520d2f77336CD5D0e0a,Beta (May 2023),219.44013
7Energy - Energy Communities without Banks,0x9fC13b4E1C4206970a1C4520d2f77336CD5D0e0a,GR14 (Jun 2022),0.27233817
7Energy - Energy Communities without Banks,0x9fC13b4E1C4206970a1C4520d2f77336CD5D0e0a,GR15 (Sep 2022),2.27453538
Internet of Animals: An Open-Source Tracking Community,0x9Fcc55e782c2E43DFADCC428C4F2f8f32E095782,GR15 (Sep 2022),595.263425
Carbonland Trust Perpetual Forest Conservation Protocol & Carbonland DAO Nature Preserve Timeshare,0xa129C859deD70b3C28bd1A8266e7ad28060AcF4f,GR12 (Dec 2021),2361.00415
Carbonland Trust Perpetual Forest Conservation Protocol & Carbonland DAO Nature Preserve Timeshare,0xa129C859deD70b3C28bd1A8266e7ad28060AcF4f,GR13 (Mar 2022),24.2481483
Carbonland Trust Perpetual Forest Conservation Protocol & Carbonland DAO Nature Preserve Timeshare,0xa129C859deD70b3C28bd1A8266e7ad28060AcF4f,GR14 (Jun 2022),1.0420326
Carbonland Trust Perpetual Forest Conservation Protocol & Carbonland DAO Nature Preserve Timeshare,0xa129C859deD70b3C28bd1A8266e7ad28060AcF4f,GR15 (Sep 2022),9.70150417
"Nangu, growing a forest to call home",0xa3deAD7701970b38B9C55e695988Ab35b492679B,GR14 (Jun 2022),0.44118112
Silvi,0xa7ca400d49bba87eb606ee05af93689bd21fab99,Alpha (Jan 2023),1737.85
Silvi,0xa7ca400d49bba87eb606ee05af93689bd21fab99,GG18 (Aug 2023),13357.4916
Silvi,0xa7ca400d49bba87eb606ee05af93689bd21fab99,GG19 (Nov 2023),2926.0044
Silvi,0xa7CA400d49BBa87EB606ee05af93689BD21FaB99,Beta (May 2023),14307.8118
Silvi - Tree Stewardship Protocol 🌳🌳🌳👍,0xa7CA400d49BBa87EB606ee05af93689BD21FaB99,GR13 (Mar 2022),885.658264
Silvi - Tree Stewardship Protocol 🌳🌳🌳👍,0xa7CA400d49BBa87EB606ee05af93689BD21FaB99,GR14 (Jun 2022),124.664615
Silvi - Tree Stewardship Protocol 🌳🌳🌳👍,0xa7CA400d49BBa87EB606ee05af93689BD21FaB99,GR15 (Sep 2022),5510.98059
libpwrm,0xA9dAd55fd684F252D5fdb240e8f8Fc57F1ddfAe6,Beta (May 2023),44.9114269
"POCA, Proof of climate/community action",0xaa116167FCBaeF693AD975E14dabae3c6cF6ccC8,GR15 (Sep 2022),69.962002
Pozzle Planet - Impact-2-Earn Mobile App & Protocol,0xAc052bA295Ce556404526E9fFAafa0F177782148,GR13 (Mar 2022),258.828281
Pozzle Planet - Impact-2-Earn Mobile App & Protocol,0xAc052bA295Ce556404526E9fFAafa0F177782148,GR14 (Jun 2022),17.5754123
Pozzle Planet - Impact-2-Earn Mobile App & Protocol,0xAc052bA295Ce556404526E9fFAafa0F177782148,GR15 (Sep 2022),1109.45901
impactMarket: Financial education & microcredit to vulnerable communities.,0xac822e5677d2c4e676b6d255f80ac8010b290f56,GG19 (Nov 2023),1284.5291
Crowdmuse,0xAeC54E3A2f9a1745Ff724c5cD91c9beEd77A0651,Beta (May 2023),9592.40247
dMeter EBF Hypercert,0xb0110311eea8a58d91af61a45280aa502bfbf91a,GG19 (Nov 2023),1280.38588
Brazilian Cerrado Waters’ Expedition,0xb0180d75d1D5EB2081E43f7905A2004266B4F263,GR13 (Mar 2022),17.6877576
Brazilian Cerrado Waters’ Expedition,0xb0180d75d1D5EB2081E43f7905A2004266B4F263,GR14 (Jun 2022),0.01218495
Dottyland Impact Self - Individual on/off-chain impact as on-chain reputation and identity,0xB04821C9E7e6A2Bd65C6339C8c20eB1438b5c23B,GR15 (Sep 2022),1939.40131
"Bundle #3: Verification Infrastructure (Impact Certs, Measurement, Reporting & Verification (MRV) and Oracles)",0xb0b0c51d98d3c49f7a5e61735db4f084d62954a1,Alpha (Jan 2023),7118.54
Impact Verification Infrastructure Bundle,0xb0b0c51D98d3c49f7a5E61735db4f084d62954A1,Beta (May 2023),7090.48178
crowdmuse - automating collaboration for regenerative projects,0xb38b6c236347603e0705f912B877D6308Ec10f13,GR13 (Mar 2022),880.047075
crowdmuse - automating collaboration for regenerative projects,0xb38b6c236347603e0705f912B877D6308Ec10f13,GR14 (Jun 2022),0.01218495
ReFi Colombia,0xb41c38818a18b736867d9640f0b191b7890da136,GG19 (Nov 2023),1662.11155
PROJECT FOR ECO – RESTORATION AND WOMEN EMPOWERMENT THROUGH SUSTAINABLE AGRICULTURAL DEVELOPMENT,0xb57b4f94e48981d22034f52ee074e97d263abba3,GG19 (Nov 2023),533.966676
Sungura Mjanja Refi,0xb5c61e96d4EDf10DEe73958aE099a11605137Dad,Beta (May 2023),557.19286
Climate Emergency Centers,0xb882f5f3a54f7f6fec214309842d99ac8b3b58a9,GG18 (Aug 2023),188.789676
Climate Emergency Centers,0xb882f5f3a54f7f6fec214309842d99ac8b3b58a9,GG19 (Nov 2023),612.997418
Fightersgang,0xb88529B224692C249a81c2fFb68A146c8D9a77CC,Beta (May 2023),1151.0053
StarOne DAO - Fixing global warming with Space-Based Solar Power,0xB900f658FB8eddAfA6bC2b4edDF8ad627CCEAb3d,GR13 (Mar 2022),12.1926909
WarmOFF - CO₂ removal project,0xbA74fc29832d56d78B4D973A8d605b6620A79B94,Beta (May 2023),9081.7551
Mangrove: The operating system for carbon removal,0xbFCd7f8cC80aBFC5e254456F9fcD57E07A0489e6,GR15 (Sep 2022),27.0055559
CO2CULT: Offset ETH's carbon footprint,0xC0445DBF7BAa9047a728ec7A691982F8b17f99BD,GR14 (Jun 2022),4455.21837
CO2CULT: Offset ETH's carbon footprint,0xC0445DBF7BAa9047a728ec7A691982F8b17f99BD,GR15 (Sep 2022),3754.40836
NFTs for Climate Justice,0xC05a516d0b741B1F11F31eBF96F3b69b278268A7,GR13 (Mar 2022),39.3789407
NFTs for Climate Justice,0xC05a516d0b741B1F11F31eBF96F3b69b278268A7,GR14 (Jun 2022),0.01218495
NFTs for Climate Justice,0xC05a516d0b741B1F11F31eBF96F3b69b278268A7,GR15 (Sep 2022),0.35162916
Proof of Renewable Energy Production (PREPchain),0xc15677aba8826e78266ff32d3b4bb4bcc8cd9b19,GG19 (Nov 2023),742.325896
Proof of Renewable Energy Production (PREPchain),0xc15677AbA8826e78266ff32d3b4bb4bcC8CD9b19,Beta (May 2023),264.331322
Zeru.Earth (previously Carbon Captors),0xC1e168983d9AeBF7748FEAed8C10AeC49d99b844,GR13 (Mar 2022),101.727939
Zeru.Earth (previously Carbon Captors),0xC1e168983d9AeBF7748FEAed8C10AeC49d99b844,GR14 (Jun 2022),11.1203876
Zeru.Earth (previously Carbon Captors),0xC1e168983d9AeBF7748FEAed8C10AeC49d99b844,GR15 (Sep 2022),255.628216
Millennials for Sustainability,0xC21EcC60423FdC03aecD62D63B5621F58DDb016e,GR13 (Mar 2022),0.66404877
Millennials for Sustainability,0xC21EcC60423FdC03aecD62D63B5621F58DDb016e,GR14 (Jun 2022),0.0903627
Blockchain Infrastructure Carbon Offset Working Group (BICOWG),0xc291aA03D4A0782a60D38701d0E9FADe5A938d01,GR12 (Dec 2021),10978.2895
🌳 Blockchain Infra Carbon Offset Working Group (BICOWG) 🌳,0xc291aA03D4A0782a60D38701d0E9FADe5A938d01,GR13 (Mar 2022),627.473295
🌳 Blockchain Infra Carbon Offset Working Group (BICOWG) 🌳,0xc291aA03D4A0782a60D38701d0E9FADe5A938d01,GR14 (Jun 2022),300.20518
🌳 Blockchain Infra Carbon Offset Working Group (BICOWG) 🌳,0xc291aA03D4A0782a60D38701d0E9FADe5A938d01,GR15 (Sep 2022),815.250623
Earthist - Decentralize Hemp Seeds,0xc2d706398a978b8c5aa4efcd824b57e978841107,Alpha (Jan 2023),2955.42
Earthist - Decentralize the Seeds,0xc2d706398a978b8c5aa4efcd824b57e978841107,GG18 (Aug 2023),6410.26536
Rebuilding Turkiye,0xc2d706398A978b8c5Aa4EFCd824b57E978841107,Beta (May 2023),3372.83716
Sustainable Heating with Compute Power,0xc3afeb93ae73f160347bcae82097c1f8f3dac75c,GG18 (Aug 2023),283.469302
Sustainable Heating with Compute Power,0xc3afeb93ae73f160347bcae82097c1f8f3dac75c,GG19 (Nov 2023),527.547175
Heating with Compute Power,0xc3afeB93ae73f160347BCaE82097c1f8f3daC75c,Beta (May 2023),141.200302
Furoa — Floor heating with compute power,0xc3afeB93ae73f160347BCaE82097c1f8f3daC75c,GR15 (Sep 2022),1.00313141
Extinction Rebellion NFT Project,0xc3C1B09070B3E5C70EF6E657c587e1Ea14d8723f,GR13 (Mar 2022),987.734881
Extinction Rebellion Tech Development,0xc3C1B09070B3E5C70EF6E657c587e1Ea14d8723f,GR14 (Jun 2022),360.134746
Extinction Rebellion Tech Development,0xc3C1B09070B3E5C70EF6E657c587e1Ea14d8723f,GR15 (Sep 2022),93.3051539
Portland Regenerative Technology Commons,0xc4008D79969697CBe75FB0E0bbfeE43847216822,GR15 (Sep 2022),188.842821
Socious - decentralized gig marketplace connecting Climate Tech companies with purpose-driven professionals,0xc4A877840a7cCAD2E6763f9b1722a415134f2b22,GR15 (Sep 2022),5.51423403
The Greenland Ark – Blockchain x Climate Leadership Network – Immersive Multi-Stakeholder Expedition at Ground Zero of the Climate Crisis,0xc4bdfab85F87dacd6dA0Cb62C69900695Df02bd2,GR15 (Sep 2022),1.08770547
The Solar Foundation,0xC4C895040289588725eD20c84A6F0F5013995A97,Beta (May 2023),5815.6439
Planet.Health: exploratory incubator for web3 and planetary health,0xc4F82274a6EA9d5296C2eB119e5cec14026301C5,GR15 (Sep 2022),0.1875187
ECORISE,0xc502c8897ec29d4bc772a7580375615d60da8eb1,GG19 (Nov 2023),1037.69281
Mycelia - Retornando à Mãe Terra,0xc5ed1860d7cf288236b2c7cd246bf4477fb39e19,GG19 (Nov 2023),1543.81503
Oceans DAO,0xC60506Bbbb4d77D2EA5ec8f55a7523548D9a60a7,Beta (May 2023),1461.27509
Help regrò farmers protecting and augmenting our forests,0xC675486888761B33E7115Cc04B5e40B42A96799A,GR15 (Sep 2022),1496.57878
ECOHUELLAS,0xc705bFefc772b2b0b1cf1652CA3B71e2c933F5C5,Beta (May 2023),136.352418
GainForest: A Planetary Computer for ReFi powered by DeSci and AI,0xc741a5124549F38a72e3a56C7d5e68E481B75441,Beta (May 2023),25649.378
"Future Quest: A web3 ecosystem committed to fixing our future. Part game, part launch pad for public good Quests for our planet.",0xC769853643f8506008Ace8Db75b9afe83884d50D,GR15 (Sep 2022),1185.05625
CCC: photojournalism expeditions on the field to document Climate Change,0xC9683E50D2edC15c72b7a7bB8666f7c5C466fE19,Beta (May 2023),120.019161
Fund climate artists to spread awareness about the Climate Emergency!,0xC9683E50D2edC15c72b7a7bB8666f7c5C466fE19,GR15 (Sep 2022),21.9648995
RMTerra,0xca66dd641408f5e41a6ab6c7c8fcb243ff039a5c,GG18 (Aug 2023),185.372216
City Farmers,0xcaaff3b2d946d944016464123547ef38824ca330,GG19 (Nov 2023),654.71918
Drylands Agroecology Research (DAR),0xcb00ca453d0da9b8ea35f4648fef1142881407e2,GG19 (Nov 2023),679.079338
TaterDAO,0xcbbd18d3ac27ab0fffd04bccd091b2802c92e0ca,Alpha (Jan 2023),3508.16
TaterDAO brings accurate real estate data on-chain,0xCbbd18d3aC27ab0FFfD04BCCd091B2802c92e0ca,GR15 (Sep 2022),2518.72564
Beyond Fossil Fuels - Supporting Indigenous legal efforts to STOP fossil fuel infrastructure,0xcbf3c13e05aa9c18ab8ecbb3302edad21c23c688,GG18 (Aug 2023),545.304685
Beyond Fossil Fuels - Supporting Indigenous legal efforts to STOP fossil fuel infrastructure,0xcbf3c13e05aa9c18ab8ecbb3302edad21c23c688,GG19 (Nov 2023),659.371571
Indigenous Legal Fund for Climate Action - Beyond Fossil Fuels,0xcbF3c13e05Aa9C18Ab8ecbb3302EDad21C23c688,GR12 (Dec 2021),1326.97511
Indigenous Legal Fund for Climate Action - Beyond Fossil Fuels,0xcbF3c13e05Aa9C18Ab8ecbb3302EDad21C23c688,GR13 (Mar 2022),526.831642
Indigenous Legal Fund for Climate Action - Beyond Fossil Fuels,0xcbF3c13e05Aa9C18Ab8ecbb3302EDad21C23c688,GR14 (Jun 2022),91.8562444
Indigenous Legal Fund for Climate Action - Beyond Fossil Fuels,0xcbF3c13e05Aa9C18Ab8ecbb3302EDad21C23c688,GR15 (Sep 2022),83.3566625
🇿🇦 Biochar and Hemp in South Africa 🇿🇦,0xcc17a95b3f5861bc2cfd28ca81d611077ef36ed1,GG19 (Nov 2023),1005.59531
D-MRV for Africa,0xcC17a95B3f5861BC2cfD28ca81d611077ef36ED1,Beta (May 2023),222.664441
Ikhala Impact Platform - Including the Excluded in Africa,0xcC17a95B3f5861BC2cfD28ca81d611077ef36ED1,GR13 (Mar 2022),30.8626052
Ikhala Impact Platform - Including the Excluded in Africa,0xcC17a95B3f5861BC2cfD28ca81d611077ef36ED1,GR14 (Jun 2022),0.03825694
Carbon Wallet - Easy Investing In Climate Assets,0xCC92b03C9A0CE36bc81eD52197bcD0b359E007E5,GR13 (Mar 2022),1048.54241
Carbon Wallet - Easy Investing In Climate Assets,0xCC92b03C9A0CE36bc81eD52197bcD0b359E007E5,GR14 (Jun 2022),133.625815
Regeneratie Coöperatie,0xCc9cD175c0f053b8f97Cf479280afd0b30e1Df30,Beta (May 2023),15.7637423
Green Digital Guardians,0xccdac13229a1ed448d1af56271ea53bfd1f2e3f9,GG19 (Nov 2023),1564.6809
Endangered Tokens: Endangered Trees as ReFi Biodiversity Assets,0xCe849efC35A0a0a046E67c76B477c5432E4BA58b,Beta (May 2023),7026.55206
Endangered Tokens: Endangered Trees as ReFi Biodiversity assets to incentivize its protection,0xCe849efC35A0a0a046E67c76B477c5432E4BA58b,GR13 (Mar 2022),415.086862
Endangered Tokens: Endangered Trees as ReFi Biodiversity assets to incentivize its protection,0xCe849efC35A0a0a046E67c76B477c5432E4BA58b,GR14 (Jun 2022),8.72254362
Endangered Tokens: Endangered Trees as ReFi Biodiversity assets to incentivize its protection,0xCe849efC35A0a0a046E67c76B477c5432E4BA58b,GR15 (Sep 2022),5391.60779
Garden Club - regreening the worlds food deserts with web3 and vertical farming,0xcfB115231600Af7CeeB1a4927d683DB2c1517196,GR14 (Jun 2022),1.69360905
Impact DAO Media - A Digital Magazine Highlighting Builders + Impact + Culture,0xcFcfd44D7260D57a658Bb08B1Bb9A6454F97e8CB,GR14 (Jun 2022),1998.41839
Impact DAO Media - A Digital Magazine Highlighting Builders + Impact + Culture,0xcFcfd44D7260D57a658Bb08B1Bb9A6454F97e8CB,GR15 (Sep 2022),2955.58871
Emerging.Eco,0xD0352D08AA93C9bc9C79d2B3a53846DCd7c9cb92,Beta (May 2023),403.992712
Block2030,0xd1b9b828a727A03c0947613c81eDE59e354E84B7,Beta (May 2023),12.3554483
.basin - perpetual place-based climate & nature finance,0xd2584c1cf7e3ff11957195732d380dc886f5f05b,Alpha (Jan 2023),3972.52
LOA Labs : ReFi by South,0xd2993e8217063c72bbe8c736404c7fc02adc9761,Alpha (Jan 2023),9901.52
LOA Labs : Refi Conversations for the Global South,0xd2993E8217063c72BBE8c736404c7fC02adC9761,GR13 (Mar 2022),4124.34073
